date,rate,rate_interpolated,log_rate,diff,Wt
2021-03-18,3.707,3.707,1.3102229241685952,-0.0005393743388586447,-0.0006471493043901239
2021-03-19,3.715,3.715,1.3123786781697224,0.002155754001127219,0.00204797903559574
2021-03-22,3.723,3.723,1.3145297948905799,0.0021511167208574378,0.0020433417553259586
2021-03-23,3.719,3.719,1.313454814942933,-0.0010749799476468258,-0.001182754913178305
2021-03-24,3.724,3.724,1.3147983594148207,0.00134354447188767,0.0012357695063561908
2021-03-25,3.734,3.734,1.3174800451195308,0.0026816857047100573,0.002573910739178578
2021-03-26,3.739,3.739,1.3188181959949767,0.0013381508754459759,0.0012303759099144967
2021-03-29,3.75,3.75,1.3217558399823195,0.002937643987342753,0.0028298690218112738
2021-03-30,3.763,3.763,1.3252165116113002,0.0034606716289806716,0.0033528966634491925
2021-03-31,3.758,3.758,1.3238869009912735,-0.0013296106200266777,-0.0014373855855581569
2021-04-05,3.721,3.721,1.3139924493644854,-0.009894451626788037,-0.010002226592319516
2021-04-06,3.661,3.661,1.2977363341380992,-0.01625611522638626,-0.016363890191917738
